Order ID,Order Date,Ship Date,Customer Name,Country,City,State,Category,Product Name,Sales,Quantity,Profit
CA-2021-141397,21-06-2021,22-06-2021,Roy Collins,United States,Pasadena,California,Chairs,Hon Valutask Swivel Chairs,161.57,2,-8.08
CA-2021-145919,19-12-2021,24-12-2021,Henry Goldwyn,United States,Los Angeles,California,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6,18.66
CA-2021-145919,19-12-2021,24-12-2021,Henry Goldwyn,United States,Los Angeles,California,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8,62.51
CA-2021-145919,19-12-2021,24-12-2021,Henry Goldwyn,United States,Los Angeles,California,Supplies,Premier Electric Letter Opener,579.3,5,28.97
CA-2022-106033,16-10-2022,19-10-2022,Frank Gastineau,United States,San Francisco,California,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4,26.38
CA-2021-142762,24-05-2021,28-05-2021,Lisa DeCherney,United States,San Francisco,California,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05,3,16.3
CA-2019-121664,06-05-2019,10-05-2019,Harold Pawlan,United States,Los Angeles,California,Binders,Wilson Jones Legal Size Ring Binders,140.74,8,52.78
US-2022-123281,03-04-2022,08-04-2022,Jamie Frazer,United States,Los Angeles,California,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3,6.53
CA-2022-162978,05-05-2022,10-05-2022,Lindsay Williams,United States,San Francisco,California,Phones,Motorola L804,183.96,5,20.7
CA-2022-162978,05-05-2022,10-05-2022,Lindsay Williams,United States,San Francisco,California,Paper,Things To Do Today Pad,17.61,3,8.45
CA-2022-162978,05-05-2022,10-05-2022,Lindsay Williams,United States,San Francisco,California,Tables,Bretford Rectangular Conference Table Tops,300.9,1,11.28
US-2019-151925,26-09-2019,01-10-2019,Kean Takahito,United States,Los Angeles,California,Chairs,"Leather Task Chair, Black",145.57,2,0
US-2022-155425,11-11-2022,12-11-2022,Ann Blume,United States,Tucson,Arizona,Binders,Cardinal EasyOpen D-Ring Binders,38.39,14,-25.59
US-2022-155425,11-11-2022,12-11-2022,Ann Blume,United States,Tucson,Arizona,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.99,2,-64
US-2022-155425,11-11-2022,12-11-2022,Ann Blume,United States,Tucson,Arizona,Accessories,Case Logic 2.4GHz Wireless Keyboard,239.95,6,-35.99
US-2022-155425,11-11-2022,12-11-2022,Ann Blume,United States,Tucson,Arizona,Phones,Adtran 1202752G1,201.58,2,15.12
US-2022-155425,11-11-2022,12-11-2022,Ann Blume,United States,Tucson,Arizona,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,899.14,4,-146.11
CA-2022-133249,09-07-2022,12-07-2022,Sam Zeldin,United States,Pico Rivera,California,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,62.74
US-2020-103471,24-12-2020,28-12-2020,Jim Radford,United States,Colorado Springs,Colorado,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.06,7,-786.74
US-2020-103471,24-12-2020,28-12-2020,Jim Radford,United States,Colorado Springs,Colorado,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,3,1.58
US-2019-157021,01-04-2019,06-04-2019,Kunst Miller,United States,Vallejo,California,Labels,Avery 490,29.6,2,14.8
US-2019-157021,01-04-2019,06-04-2019,Kunst Miller,United States,Vallejo,California,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17.09,4,5.55
CA-2020-120362,14-09-2020,19-09-2020,Christina Anderson,United States,Provo,Utah,Tables,"Lesro Round Back Collection Coffee Table, End Table",912.75,5,118.66
CA-2019-126361,04-08-2019,09-08-2019,Valerie Dominguez,United States,Pleasant Grove,Utah,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3,305.13
CA-2019-126361,04-08-2019,09-08-2019,Valerie Dominguez,United States,Pleasant Grove,Utah,Paper,Xerox 1934,447.84,8,219.44
CA-2019-126361,04-08-2019,09-08-2019,Valerie Dominguez,United States,Pleasant Grove,Utah,Art,Newell 329,16.4,5,4.26
CA-2019-126361,04-08-2019,09-08-2019,Valerie Dominguez,United States,Pleasant Grove,Utah,Phones,Panasonic KX T7731-B Digital phone,399.96,5,35
CA-2019-126361,04-08-2019,09-08-2019,Valerie Dominguez,United States,Pleasant Grove,Utah,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,7.95
CA-2019-126361,04-08-2019,09-08-2019,Valerie Dominguez,United States,Pleasant Grove,Utah,Binders,Ibico Standard Transparent Covers,13.18,1,4.78
US-2021-122245,26-09-2021,01-10-2021,Adrian Barton,United States,Phoenix,Arizona,Tables,Bevis Boat-Shaped Conference Table,393.17,3,-204.45
CA-2022-115994,29-01-2022,01-02-2022,Beth Thompson,United States,Costa Mesa,California,Accessories,Logitech G13 Programmable Gameboard with LCD Display,239.97,3,26.4
CA-2022-115994,29-01-2022,01-02-2022,Beth Thompson,United States,Costa Mesa,California,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,3,12.83
CA-2020-124800,26-09-2020,30-09-2020,Rick Wilson,United States,Mesa,Arizona,Paper,Petty Cash Envelope,86.27,4,31.27
CA-2020-124800,26-09-2020,30-09-2020,Rick Wilson,United States,Mesa,Arizona,Binders,GBC VeloBinder Electric Binding Machine,72.59,2,-48.39
CA-2020-124800,26-09-2020,30-09-2020,Rick Wilson,United States,Mesa,Arizona,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,60.67,2,14.41
CA-2020-124800,26-09-2020,30-09-2020,Rick Wilson,United States,Mesa,Arizona,Binders,Lock-Up Easel 'Spel-Binder',77.03,9,-59.06
CA-2020-124800,26-09-2020,30-09-2020,Rick Wilson,United States,Mesa,Arizona,Storage,2300 Heavy-Duty Transfer File Systems by Perma,119.9,6,-1.5
CA-2020-124800,26-09-2020,30-09-2020,Rick Wilson,United States,Mesa,Arizona,Phones,Samsung Rugby III,263.96,5,23.1
CA-2020-124800,26-09-2020,30-09-2020,Rick Wilson,United States,Mesa,Arizona,Storage,SAFCO Boltless Steel Shelving,363.65,4,-86.37
US-2020-164448,31-10-2020,04-11-2020,Damala Kotsonis,United States,Salinas,California,Binders,Prestige Round Ring Binders,9.73,2,3.28
US-2020-164448,31-10-2020,04-11-2020,Damala Kotsonis,United States,Salinas,California,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",14.75,5,7.08
US-2020-164448,31-10-2020,04-11-2020,Damala Kotsonis,United States,Salinas,California,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5,9.31
US-2020-164448,31-10-2020,04-11-2020,Damala Kotsonis,United States,Salinas,California,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",427.42,14,196.61
US-2021-153129,27-12-2021,31-12-2021,Frank Preis,United States,Seattle,Washington,Paper,Strathmore Photo Mount Cards,33.9,5,15.59
CA-2022-128160,20-12-2022,25-12-2022,Michael Moore,United States,San Francisco,California,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,36.67,2,11.46
CA-2020-166135,01-10-2020,06-10-2020,Shaun Chance,United States,Aurora,Colorado,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",139.42,4,17.43
CA-2020-145821,01-05-2020,07-05-2020,Jennifer Braxton,United States,Los Angeles,California,Phones,OtterBox Defender Series Case - iPhone 5c,88.75,3,11.09
US-2020-160150,19-07-2020,20-07-2020,Thais Sissman,United States,Phoenix,Arizona,Binders,Wilson Jones DublLock D-Ring Binders,2.03,1,-1.35
CA-2020-119907,01-12-2020,08-12-2020,Logan Currie,United States,Seattle,Washington,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,55.42,2,19.4
CA-2019-151708,08-08-2019,14-08-2019,Maria Bertelson,United States,Glendale,Arizona,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",121.38,4,-3.03
CA-2019-151708,08-08-2019,14-08-2019,Maria Bertelson,United States,Glendale,Arizona,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.98,3,-10.8
CA-2022-164959,12-07-2022,16-07-2022,Katherine Nockton,United States,Los Angeles,California,Labels,Avery 482,8.67,3,4.07
CA-2022-121468,20-11-2022,21-11-2022,Katherine Ducich,United States,Westminster,California,Phones,Square Credit Card Reader,31.97,4,2.4
US-2021-108455,03-12-2021,09-12-2021,Mike Kennedy,United States,San Francisco,California,Paper,Xerox 192,25.92,4,12.44
US-2021-108455,03-12-2021,09-12-2021,Mike Kennedy,United States,San Francisco,California,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),40.46,7,19.83
US-2021-108455,03-12-2021,09-12-2021,Mike Kennedy,United States,San Francisco,California,Storage,X-Rack File for Hanging Folders,33.87,3,8.81
US-2021-108098,15-10-2021,19-10-2021,Christine Phan,United States,Seattle,Washington,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177,3,30.09
CA-2020-140410,03-11-2020,07-11-2020,Corinna Mitchell,United States,Los Angeles,California,Phones,Cisco IP Phone 7961G-GE VoIP phone,1212.85,7,106.12
CA-2020-140410,03-11-2020,07-11-2020,Corinna Mitchell,United States,Los Angeles,California,Accessories,Logitech Trackman Marble Mouse,89.97,3,37.79
CA-2020-140410,03-11-2020,07-11-2020,Corinna Mitchell,United States,Los Angeles,California,Furnishings,Coloredge Poster Frame,42.6,3,16.61
CA-2022-139661,31-10-2022,04-11-2022,Jane Waco,United States,Vancouver,Washington,Furnishings,Magna Visual Magnetic Picture Hangers,9.64,2,3.66
CA-2021-141586,18-10-2021,21-10-2021,Neil Knudson,United States,San Francisco,California,Binders,"Avery Durable Plastic 1"" Binders",18.16,5,6.58
CA-2021-100468,25-11-2021,02-12-2021,Alyssa Tate,United States,Los Angeles,California,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",33.52,2,3.35
CA-2021-100468,25-11-2021,02-12-2021,Alyssa Tate,United States,Los Angeles,California,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,3.08
CA-2020-153388,01-08-2020,07-08-2020,Pauline Chand,United States,Los Angeles,California,Art,Prang Dustless Chalk Sticks,6.72,4,3.36
CA-2020-153388,01-08-2020,07-08-2020,Pauline Chand,United States,Los Angeles,California,Tables,Hon 2111 Invitation Series Corner Table,1004.98,6,-175.87
CA-2022-103611,13-09-2022,16-09-2022,Jessica Myrick,United States,Los Angeles,California,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,2,3.01
CA-2022-100384,25-06-2022,02-07-2022,Nicole Hansen,United States,Pomona,California,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,385.6,8,111.82
CA-2022-100384,25-06-2022,02-07-2022,Nicole Hansen,United States,Pomona,California,Art,4009 Highlighters by Sanford,35.82,9,11.82
CA-2022-148446,11-12-2022,15-12-2022,Michael Chen,United States,North Las Vegas,Nevada,Tables,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,1669.6,4,116.87
CA-2019-111059,04-02-2019,07-02-2019,Tom Boeckenhauer,United States,Seattle,Washington,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2,27.25
CA-2019-111059,04-02-2019,07-02-2019,Tom Boeckenhauer,United States,Seattle,Washington,Binders,Avery Durable Poly Binders,13.27,3,4.31
CA-2022-116204,12-02-2022,15-02-2022,Victoria Wilson,United States,San Francisco,California,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",21.34,7,7.73
CA-2020-144806,06-12-2020,11-12-2020,Gary Hwang,United States,Tucson,Arizona,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.11,6,48.95
CA-2020-144806,06-12-2020,11-12-2020,Gary Hwang,United States,Tucson,Arizona,Paper,Xerox 1970,19.92,5,6.72
CA-2020-144806,06-12-2020,11-12-2020,Gary Hwang,United States,Tucson,Arizona,Paper,Xerox 1960,198.27,8,61.96
CA-2020-144806,06-12-2020,11-12-2020,Gary Hwang,United States,Tucson,Arizona,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.1,6,-58.69
CA-2020-144806,06-12-2020,11-12-2020,Gary Hwang,United States,Tucson,Arizona,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.3,6,9.71
CA-2022-159884,01-09-2022,06-09-2022,Jeremy Farry,United States,Tempe,Arizona,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.74,1,0.81
CA-2022-159884,01-09-2022,06-09-2022,Jeremy Farry,United States,Tempe,Arizona,Fasteners,OIC Bulk Pack Metal Binder Clips,8.38,3,2.72
CA-2022-124086,11-02-2022,15-02-2022,Mike Pelletier,United States,Laguna Niguel,California,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.98,2,16.8
CA-2019-107181,05-02-2019,09-02-2019,Deborah Brumfield,United States,San Diego,California,Binders,GBC Recycled Grain Textured Covers,82.9,3,29.01
CA-2019-107181,05-02-2019,09-02-2019,Deborah Brumfield,United States,San Diego,California,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,16.09
CA-2021-159345,18-06-2021,23-06-2021,Ivan Gibson,United States,San Diego,California,Paper,Xerox 1934,111.96,2,54.86
CA-2020-111507,06-02-2020,13-02-2020,Victoria Wilson,United States,Bellevue,Washington,Art,Newell 310,5.28,3,1.53
CA-2020-112116,16-03-2020,18-03-2020,Jeremy Ellison,United States,Seattle,Washington,Tables,KI Adjustable-Height Table,171.96,2,44.71
CA-2021-126809,10-04-2021,14-04-2021,Edward Becker,United States,Seattle,Washington,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.35,9,12.82
CA-2019-105172,04-04-2019,09-04-2019,Paul Knutson,United States,San Francisco,California,Labels,Avery 518,18.9,6,9.07
CA-2022-107293,06-09-2022,07-09-2022,Christopher Schild,United States,Seattle,Washington,Art,Newell 333,2.78,1,0.72
CA-2020-132101,19-03-2020,25-03-2020,Jesus Ocampo,United States,Seattle,Washington,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.58,3,39.69
US-2022-152002,12-06-2022,12-06-2022,Dianna Vittorini,United States,Los Angeles,California,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,60.26
US-2019-157385,23-11-2019,25-11-2019,Sanjit Chand,United States,Los Angeles,California,Chairs,Novimex Swivel Fabric Task Chair,603.92,5,-67.94
US-2019-157385,23-11-2019,25-11-2019,Sanjit Chand,United States,Los Angeles,California,Envelopes,Pastel Pink Envelopes,21.84,3,10.48
US-2019-157385,23-11-2019,25-11-2019,Sanjit Chand,United States,Los Angeles,California,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99,1,6.3
US-2019-157385,23-11-2019,25-11-2019,Sanjit Chand,United States,Los Angeles,California,Chairs,Safco Contoured Stacking Chairs,381.44,2,23.84
CA-2020-122826,23-06-2020,25-06-2020,Rick Duston,United States,Olympia,Washington,Phones,Pyle PRT45 Retro Home Telephone,201.57,4,22.68
CA-2019-117317,19-10-2019,19-10-2019,Jeremy Farry,United States,Los Angeles,California,Paper,Spiral Phone Message Books with Labels by Adams,13.44,3,6.59
US-2021-115819,20-04-2021,25-04-2021,Jas O'Carroll,United States,Los Angeles,California,Phones,PowerGen Dual USB Car Charger,39.96,5,12.99
US-2021-115819,20-04-2021,25-04-2021,Jas O'Carroll,United States,Los Angeles,California,Art,Newell 307,5.46,3,1.53
US-2021-115819,20-04-2021,25-04-2021,Jas O'Carroll,United States,Los Angeles,California,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,5,21.23
US-2021-115819,20-04-2021,25-04-2021,Jas O'Carroll,United States,Los Angeles,California,Binders,"Angle-D Binders with Locking Rings, Label Holders",5.84,1,1.97
US-2021-115819,20-04-2021,25-04-2021,Jas O'Carroll,United States,Los Angeles,California,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,10.22
US-2021-115819,20-04-2021,25-04-2021,Jas O'Carroll,United States,Los Angeles,California,Binders,Avery Binder Labels,9.34,3,3.27
CA-2019-156349,26-05-2019,30-05-2019,Marina Lichtenstein,United States,Los Angeles,California,Bookcases,Sauder Inglewood Library Bookcases,290.67,2,27.36
CA-2019-156349,26-05-2019,30-05-2019,Marina Lichtenstein,United States,Los Angeles,California,Phones,VTech DS6151,201.58,2,20.16
CA-2019-156349,26-05-2019,30-05-2019,Marina Lichtenstein,United States,Los Angeles,California,Phones,netTALK DUO VoIP Telephone Service,83.98,2,31.49
CA-2022-138380,22-12-2022,26-12-2022,Yana Sorensen,United States,Oakland,California,Storage,Letter Size Cart,1000.02,7,290.01
CA-2022-108560,09-07-2022,16-07-2022,Jenna Caffey,United States,Kent,Washington,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,99.23
CA-2022-108560,09-07-2022,16-07-2022,Jenna Caffey,United States,Kent,Washington,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,8,385.38
CA-2022-108560,09-07-2022,16-07-2022,Jenna Caffey,United States,Kent,Washington,Binders,"GBC White Gloss Covers, Plain Front",23.17,2,7.82
CA-2022-108560,09-07-2022,16-07-2022,Jenna Caffey,United States,Kent,Washington,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50,2,10.5
CA-2020-157084,19-12-2020,24-12-2020,James Galang,United States,Los Angeles,California,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,5,84.5
CA-2020-157084,19-12-2020,24-12-2020,James Galang,United States,Los Angeles,California,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85,3,556.97
CA-2019-168984,26-11-2019,02-12-2019,Natalie Webber,United States,Tigard,Oregon,Paper,Xerox 2,15.55,3,5.44
CA-2019-168984,26-11-2019,02-12-2019,Natalie Webber,United States,Tigard,Oregon,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08,5,-167.27
CA-2019-168984,26-11-2019,02-12-2019,Natalie Webber,United States,Tigard,Oregon,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.34,4,-87.67
CA-2020-111829,19-03-2020,20-03-2020,Fred Hopkins,United States,Seattle,Washington,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,349.34
CA-2020-111829,19-03-2020,20-03-2020,Fred Hopkins,United States,Seattle,Washington,Copiers,Canon PC940 Copier,3149.93,7,1480.47
CA-2020-111829,19-03-2020,20-03-2020,Fred Hopkins,United States,Seattle,Washington,Paper,Multicolor Computer Printout Paper,209.7,2,100.66
CA-2019-135699,29-08-2019,29-08-2019,Hilary Holden,United States,San Francisco,California,Paper,Xerox 1940,109.92,2,53.86
CA-2019-135699,29-08-2019,29-08-2019,Hilary Holden,United States,San Francisco,California,Paper,Xerox 1986,13.36,2,6.41
US-2022-132444,19-11-2022,22-11-2022,Christina DeMoss,United States,Seattle,Washington,Storage,Eldon Portable Mobile Manager,169.68,6,45.81
US-2022-132444,19-11-2022,22-11-2022,Christina DeMoss,United States,Seattle,Washington,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4,54.33
US-2022-132444,19-11-2022,22-11-2022,Christina DeMoss,United States,Seattle,Washington,Fasteners,Binder Clips by OIC,2.96,2,1.42
US-2022-132444,19-11-2022,22-11-2022,Christina DeMoss,United States,Seattle,Washington,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.45,2,2.96
US-2022-132444,19-11-2022,22-11-2022,Christina DeMoss,United States,Seattle,Washington,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,9.59
CA-2022-161809,21-01-2022,27-01-2022,Thea Hendricks,United States,Los Angeles,California,Phones,RCA Visys Integrated PBX 8-Line Router,160.78,3,10.05
CA-2022-127285,31-10-2022,07-11-2022,Michelle Moray,United States,Seattle,Washington,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.75,3,27.74
CA-2022-127285,31-10-2022,07-11-2022,Michelle Moray,United States,Seattle,Washington,Binders,Cardinal Slant-D Ring Binders,13.9,2,5.21
CA-2021-107615,23-03-2021,26-03-2021,Robert Barroso,United States,North Las Vegas,Nevada,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58,2,19.33
CA-2021-122728,19-05-2021,25-05-2021,Eric Barreto,United States,San Francisco,California,Storage,Home/Office Personal File Carts,104.28,3,26.07
CA-2021-122728,19-05-2021,25-05-2021,Eric Barreto,United States,San Francisco,California,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,8.79
US-2021-101497,30-09-2021,02-10-2021,Pamela Stobb,United States,Los Angeles,California,Paper,Xerox 1887,18.97,1,9.11
CA-2021-147585,08-11-2021,13-11-2021,Claudia Bergmann,United States,San Francisco,California,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,6.22
CA-2020-148376,27-12-2020,31-12-2020,Arthur Gainer,United States,Los Angeles,California,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,31.02
CA-2020-148376,27-12-2020,31-12-2020,Arthur Gainer,United States,Los Angeles,California,Labels,Avery 497,21.56,7,10.35
CA-2019-135657,03-06-2019,07-06-2019,Steven Cartwright,United States,Seattle,Washington,Tables,KI Adjustable-Height Table,515.88,6,113.49
CA-2019-139857,03-02-2019,07-02-2019,Cynthia Delaney,United States,San Diego,California,Fasteners,Staples,12.35,5,5.8
CA-2021-106306,09-03-2021,09-03-2021,Patrick Gardner,United States,Glendale,Arizona,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.7,3,-7.11
CA-2022-123491,31-10-2022,06-11-2022,Jamie Kunitz,United States,San Francisco,California,Labels,Avery 500,43.86,6,20.61
CA-2022-123491,31-10-2022,06-11-2022,Jamie Kunitz,United States,San Francisco,California,Phones,Geemarc AmpliPOWER60,148.48,2,16.7
CA-2022-123491,31-10-2022,06-11-2022,Jamie Kunitz,United States,San Francisco,California,Paper,"""While you Were Out"" Message Book, One Form per Page",7.42,2,3.71
CA-2022-123491,31-10-2022,06-11-2022,Jamie Kunitz,United States,San Francisco,California,Chairs,"Global Leather Task Chair, Black",71.99,1,-0.9
CA-2022-123491,31-10-2022,06-11-2022,Jamie Kunitz,United States,San Francisco,California,Art,4009 Highlighters by Sanford,19.9,5,6.57
CA-2022-123491,31-10-2022,06-11-2022,Jamie Kunitz,United States,San Francisco,California,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,14,510.64
CA-2022-104003,08-10-2022,14-10-2022,Debra Catini,United States,San Francisco,California,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.67,2,-14.48
CA-2020-130204,03-09-2020,09-09-2020,David Bremer,United States,San Francisco,California,Storage,Sterilite Officeware Hinged File Box,31.44,3,8.49
CA-2020-130204,03-09-2020,09-09-2020,David Bremer,United States,San Francisco,California,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,3.4
CA-2020-130204,03-09-2020,09-09-2020,David Bremer,United States,San Francisco,California,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,46.6
CA-2019-110527,09-08-2019,16-08-2019,Emily Ducich,United States,San Diego,California,Labels,Avery 494,20.88,8,9.6
CA-2022-168837,15-10-2022,18-10-2022,Joni Wasserman,United States,Oakland,California,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,2,3.69
CA-2022-116715,03-12-2022,06-12-2022,Victoria Wilson,United States,San Francisco,California,Storage,"Fellowes Mobile File Cart, Black",559.62,9,151.1
CA-2022-116715,03-12-2022,06-12-2022,Victoria Wilson,United States,San Francisco,California,Paper,Xerox 1940,109.92,2,53.86
CA-2022-116715,03-12-2022,06-12-2022,Victoria Wilson,United States,San Francisco,California,Paper,Xerox 1962,8.56,2,3.85
CA-2020-130785,05-09-2020,09-09-2020,Arthur Gainer,United States,San Diego,California,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.33,4,-4.84
CA-2020-130785,05-09-2020,09-09-2020,Arthur Gainer,United States,San Diego,California,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.75,6,9.7
CA-2020-130785,05-09-2020,09-09-2020,Arthur Gainer,United States,San Diego,California,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.2,3,-20.7
CA-2020-105347,24-11-2020,28-11-2020,Darren Powers,United States,Los Angeles,California,Paper,Xerox 1919,368.91,9,180.77
CA-2020-105347,24-11-2020,28-11-2020,Darren Powers,United States,Los Angeles,California,Art,Prang Colored Pencils,14.7,5,6.62
CA-2021-100965,08-07-2021,12-07-2021,Raymond Messe,United States,San Jose,California,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,5,73.32
CA-2021-149461,14-11-2021,20-11-2021,Adrian Shami,United States,Auburn,Washington,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18,1,1.5
US-2021-116729,26-12-2021,29-12-2021,Grace Kelly,United States,Los Angeles,California,Phones,Samsung Galaxy Note 2,2575.94,7,257.59
US-2021-116729,26-12-2021,29-12-2021,Grace Kelly,United States,Los Angeles,California,Paper,Xerox 225,45.36,7,21.77
US-2021-116729,26-12-2021,29-12-2021,Grace Kelly,United States,Los Angeles,California,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,254.24,7,76.27
CA-2020-131597,14-09-2020,18-09-2020,Stefania Perrino,United States,Los Angeles,California,Tables,KI Conference Tables,170.14,3,-8.51
CA-2020-164833,04-06-2020,04-06-2020,Lauren Leatherbury,United States,Seattle,Washington,Labels,Avery 501,7.38,2,3.47
CA-2020-164833,04-06-2020,04-06-2020,Lauren Leatherbury,United States,Seattle,Washington,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2,3.06
CA-2020-125423,13-12-2020,15-12-2020,Matt Collins,United States,Los Angeles,California,Labels,Avery 513,9.96,2,4.58
CA-2021-167507,23-12-2021,29-12-2021,Sue Ann Reed,United States,Redmond,Oregon,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,10,-25.06
CA-2021-167507,23-12-2021,29-12-2021,Sue Ann Reed,United States,Redmond,Oregon,Furnishings,3M Hangers With Command Adhesive,11.84,4,3.11
CA-2021-167507,23-12-2021,29-12-2021,Sue Ann Reed,United States,Redmond,Oregon,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",22.78,1,4.84
US-2022-113852,30-07-2022,03-08-2022,Giulietta Weimer,United States,Seattle,Washington,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,11.77
CA-2022-128370,11-09-2022,11-09-2022,Frank Hawley,United States,Los Angeles,California,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.35,3,27.18
CA-2022-128370,11-09-2022,11-09-2022,Frank Hawley,United States,Los Angeles,California,Binders,Avery Non-Stick Binders,7.18,2,2.25
CA-2019-114643,13-06-2019,17-06-2019,Filia McAdams,United States,Los Angeles,California,Art,Staples,14.52,3,4.79
US-2021-100839,14-10-2021,18-10-2021,Noah Childs,United States,Aurora,Colorado,Tables,Hon 5100 Series Wood Tables,727.45,5,-465.57
